time_s,vehicle_id,soc_wh,max_cap_wh,consumption_wh,charging_flag,soc_pct
0.0,ev_0,17500.0,35000.0,0.0,NULL,50.0
1.0,ev_0,17498.39,35000.0,0.0,NULL,50.0
2.0,ev_0,17494.61,35000.0,0.0,NULL,49.98
3.0,ev_0,17490.13,35000.0,0.0,NULL,49.97
4.0,ev_0,17484.07,35000.0,0.0,NULL,49.95
5.0,ev_0,17476.7,35000.0,0.0,NULL,49.93
5.0,ev_1,17500.0,35000.0,0.0,NULL,50.0
6.0,ev_0,17469.63,35000.0,0.0,NULL,49.91
6.0,ev_1,17499.23,35000.0,0.0,NULL,50.0
7.0,ev_0,17456.75,35000.0,0.0,NULL,49.88
7.0,ev_1,17496.79,35000.0,0.0,NULL,49.99
8.0,ev_0,17459.27,35000.0,0.0,NULL,49.88
8.0,ev_1,17492.21,35000.0,0.0,NULL,49.98
9.0,ev_0,17452.96,35000.0,0.0,NULL,49.87
9.0,ev_1,17487.29,35000.0,0.0,NULL,49.96
10.0,ev_0,17456.38,35000.0,0.0,NULL,49.88
10.0,ev_1,17481.13,35000.0,0.0,NULL,49.95
10.0,ev_2,17500.0,35000.0,0.0,NULL,50.0
11.0,ev_0,17453.75,35000.0,0.0,NULL,49.87
11.0,ev_1,17471.36,35000.0,0.0,NULL,49.92
11.0,ev_2,17499.46,35000.0,0.0,NULL,50.0
12.0,ev_0,17455.17,35000.0,0.0,NULL,49.87
12.0,ev_1,17464.65,35000.0,0.0,NULL,49.9
12.0,ev_2,17497.63,35000.0,0.0,NULL,49.99
13.0,ev_0,17450.55,35000.0,0.0,NULL,49.86
13.0,ev_1,17461.94,35000.0,0.0,NULL,49.89
13.0,ev_2,17492.47,35000.0,0.0,NULL,49.98
14.0,ev_0,17453.47,35000.0,0.0,NULL,49.87
14.0,ev_1,17460.65,35000.0,0.0,NULL,49.89
14.0,ev_2,17486.38,35000.0,0.0,NULL,49.96
15.0,ev_0,17449.88,35000.0,0.0,NULL,49.86
15.0,ev_1,17460.86,35000.0,0.0,NULL,49.89
15.0,ev_2,17479.0,35000.0,0.0,NULL,49.94
15.0,ev_3,17500.0,35000.0,0.0,NULL,50.0
16.0,ev_0,17450.55,35000.0,0.0,NULL,49.86
16.0,ev_1,17460.26,35000.0,0.0,NULL,49.89
16.0,ev_2,17466.3,35000.0,0.0,NULL,49.9
16.0,ev_3,17498.99,35000.0,0.0,NULL,50.0
17.0,ev_0,17447.06,35000.0,0.0,NULL,49.85
17.0,ev_1,17459.1,35000.0,0.0,NULL,49.88
17.0,ev_2,17460.34,35000.0,0.0,NULL,49.89
17.0,ev_3,17496.22,35000.0,0.0,NULL,49.99
18.0,ev_0,17447.47,35000.0,0.0,NULL,49.85
18.0,ev_1,17461.24,35000.0,0.0,NULL,49.89
18.0,ev_2,17455.63,35000.0,0.0,NULL,49.87
18.0,ev_3,17490.0,35000.0,0.0,NULL,49.97
19.0,ev_0,17448.63,35000.0,0.0,NULL,49.85
19.0,ev_1,17460.86,35000.0,0.0,NULL,49.89
19.0,ev_2,17456.88,35000.0,0.0,NULL,49.88
19.0,ev_3,17483.95,35000.0,0.0,NULL,49.95
20.0,ev_0,17445.52,35000.0,0.0,NULL,49.84
20.0,ev_1,17457.18,35000.0,0.0,NULL,49.88
20.0,ev_2,17457.42,35000.0,0.0,NULL,49.88
20.0,ev_3,17477.8,35000.0,0.0,NULL,49.94
20.0,ev_4,17500.0,35000.0,0.0,NULL,50.0
